,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2123,2124.0,,9/22/2017,9/24/2017,Second Class,,Erica Hernandez,Home Office,United States,Lansing,Michigan,48911.0,Central,OFF-LA-10000134,Office Supplies,,Avery 511,27.72,,,13.3056
2124,,CA-2017-144862,12/1/2017,,,EH-14005,Erica Hernandez,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,104.68,5.0,0.2,35.3295
2125,,CA-2017-144862,12/1/2017,,Standard Class,,Erica Hernandez,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",,7.0,0.4,9.4437
2126,2127.0,CA-2014-126032,6/23/2014,6/28/2014,,BS-11665,Brian Stugart,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,86.376,3.0,,1.0797
2127,2128.0,CA-2015-134859,10/4/2015,10/9/2015,Standard Class,JK-16120,Julie Kriz,,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-FU-10003623,,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",64.944,3.0,0.2,6.4944
2128,2129.0,CA-2015-134859,10/4/2015,10/9/2015,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,20.736,4.0,0.2,7.2576
2129,2130.0,US-2014-114188,5/20/2014,5/22/2014,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,,East,OFF-AP-10000124,Office Supplies,Appliances,,33.28,4.0,,
2130,2131.0,US-2014-114188,5/20/2014,5/22/2014,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,,,East,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",38.52,9.0,0.0,11.9412
2131,2132.0,US-2014-114188,,5/22/2014,Second Class,,Randy Ferguson,,United States,Dover,New Hampshire,3820.0,East,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,139.86,7.0,0.0,60.1398
2132,,CA-2015-156524,11/20/2015,11/26/2015,,DL-12865,Dan Lawera,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65,3.0,0.0,9.039
2133,2134.0,CA-2015-122210,11/30/2015,12/4/2015,Standard Class,WB-21850,William Brown,Consumer,,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,152.991,3.0,,-122.3928
2134,,,,,Standard Class,WB-21850,William Brown,Consumer,,,Pennsylvania,19134.0,East,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,10.584,7.0,0.2,-2.3814
2135,2136.0,CA-2015-122210,11/30/2015,12/4/2015,Standard Class,WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10002807,,Phones,Motorla HX550 Universal Bluetooth Headset,94.92,4.0,0.4,15.82
2136,2137.0,CA-2015-156377,12/31/2015,1/5/2016,,TB-21625,Trudy Brown,Consumer,United States,Grand Prairie,Texas,75051.0,,FUR-FU-10002364,Furniture,,"Eldon Expressions Wood Desk Accessories, Oak",14.76,5.0,0.6,-11.439
2137,2138.0,,12/31/2015,1/5/2016,Standard Class,TB-21625,Trudy Brown,Consumer,United States,Grand Prairie,Texas,75051.0,Central,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,3.656,4.0,0.8,-5.8496
2138,2139.0,US-2017-157896,11/16/2017,,Same Day,CB-12415,Christy Brittain,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10004092,,Paper,Tops Green Bar Computer Printout Paper,146.82,3.0,0.0,73.41
2139,2140.0,,6/6/2014,6/11/2014,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,149.544,9.0,0.2,50.4711
2140,2141.0,CA-2014-159520,6/6/2014,6/11/2014,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561.0,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,17.14,,0.0,4.4564
2141,2142.0,CA-2014-159520,,,Standard Class,GT-14635,Grant Thornton,Corporate,United States,,New York,11561.0,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",991.764,3.0,0.4,-347.1174
2142,2143.0,CA-2016-155481,,9/5/2016,,DK-13225,Dean Katz,,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",30.48,6.0,0.2,9.906
2143,2144.0,CA-2016-155481,9/1/2016,9/5/2016,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,23.988,2.0,0.4,-4.7976
2144,2145.0,CA-2016-155481,9/1/2016,9/5/2016,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-FA-10002780,Office Supplies,,Staples,16.688,7.0,0.2,5.4236
2145,2146.0,US-2016-152051,6/25/2016,6/29/2016,Standard Class,TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,17403.0,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",422.058,,0.3,-18.0882
2146,2147.0,US-2016-152051,6/25/2016,6/29/2016,Standard Class,TS-21160,Theresa Swint,Corporate,United States,York,,17403.0,East,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,38.088,4.0,,-27.9312
2147,2148.0,US-2016-152051,6/25/2016,6/29/2016,Standard Class,TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,17403.0,East,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",254.352,6.0,0.2,-50.8704
2148,2149.0,CA-2014-141607,12/12/2014,12/17/2014,Standard Class,WB-21850,William Brown,Consumer,United States,Concord,California,94521.0,West,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,1.0,0.0,
2149,,CA-2017-102771,3/31/2017,4/5/2017,Standard Class,DO-13435,Denny Ordway,,United States,New York City,New York,10035.0,East,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,84.95,5.0,0.0,22.087
2150,2151.0,US-2017-139969,,11/26/2017,Standard Class,AF-10870,Art Ferguson,Consumer,United States,College Station,Texas,77840.0,Central,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,,3.0,0.3,-53.2704
2151,2152.0,CA-2014-167360,11/24/2014,,Second Class,RB-19435,Richard Bierner,Consumer,United States,Saint Louis,Missouri,63116.0,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,111.79,7.0,0.0,43.5981
2152,2153.0,,11/22/2015,11/26/2015,Standard Class,AR-10540,Andy Reiter,Consumer,United States,Quincy,Massachusetts,2169.0,East,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,14.94,3.0,0.0,7.0218
2153,2154.0,,7/14/2016,7/18/2016,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,,East,,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,14.16,2.0,0.2,5.133
2154,2155.0,US-2016-120460,4/30/2016,5/5/2016,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Dallas,Texas,75081.0,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.608,,0.6,-10.1736
2155,2156.0,CA-2016-111115,7/25/2016,7/27/2016,Second Class,LB-16735,,Consumer,United States,Los Angeles,California,90032.0,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,21.48,,0.0,10.74
2156,2157.0,,6/22/2014,,First Class,DV-13465,,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,OFF-ST-10001097,Office Supplies,,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,3.0,0.0,0.0
2157,2158.0,CA-2014-124646,6/22/2014,6/24/2014,First Class,DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3.0,0.0,9.7164
2158,2159.0,,10/21/2017,,Standard Class,NK-18490,Neil Knudson,,United States,Deltona,,32725.0,South,OFF-AR-10004956,Office Supplies,Art,Newell 33,17.856,4.0,0.2,2.0088
2159,2160.0,CA-2016-159737,9/3/2016,9/9/2016,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610.0,Central,,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",8.808,3.0,0.8,-14.9736
2160,,CA-2016-141019,5/14/2016,5/14/2016,Same Day,LH-17155,Logan Haushalter,Consumer,United States,Cincinnati,Ohio,45231.0,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79.384,1.0,,29.769
2161,2162.0,CA-2016-101938,1/7/2016,1/12/2016,Standard Class,DW-13480,,Home Office,United States,Oakland,California,94601.0,West,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,,0.0,10.0282
2162,,CA-2017-166296,3/13/2017,3/19/2017,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,,California,,West,OFF-PA-10004359,Office Supplies,Paper,,,3.0,0.0,
2163,2164.0,CA-2016-154018,10/13/2016,10/19/2016,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041.0,Central,TEC-AC-10002402,,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,191.976,3.0,0.2,23.997
2164,2165.0,CA-2016-154018,10/13/2016,10/19/2016,Standard Class,HA-14920,Helen Andreada,Consumer,United States,,Texas,,Central,,Office Supplies,Paper,Array Memo Cubes,8.288,2.0,0.2,3.0044
2165,2166.0,CA-2016-154018,10/13/2016,10/19/2016,Standard Class,HA-14920,Helen Andreada,,United States,Laredo,Texas,78041.0,Central,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",139.92,5.0,0.6,-150.414
2166,2167.0,CA-2016-154018,10/13/2016,10/19/2016,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041.0,Central,OFF-AR-10002067,Office Supplies,,Newell 334,15.872,1.0,0.2,
2167,2168.0,CA-2016-154018,,10/19/2016,Standard Class,,Helen Andreada,Consumer,,Laredo,Texas,78041.0,Central,OFF-BI-10004140,,Binders,Avery Non-Stick Binders,6.286,7.0,0.8,-11.0005
2168,2169.0,CA-2017-117870,1/27/2017,1/30/2017,Second Class,JH-15820,John Huston,Consumer,United States,Kent,Ohio,44240.0,East,,Office Supplies,Art,Newell 312,14.016,,0.2,1.752
2169,2170.0,CA-2017-117870,1/27/2017,1/30/2017,Second Class,,John Huston,Consumer,United States,Kent,,44240.0,East,TEC-AC-10000927,Technology,Accessories,,71.976,3.0,0.2,-8.997
2170,2171.0,CA-2017-117870,1/27/2017,1/30/2017,Second Class,JH-15820,John Huston,Consumer,United States,Kent,Ohio,44240.0,East,,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,,,,-26.9955
2171,2172.0,US-2017-137491,11/19/2017,11/25/2017,,LC-16930,Linda Cazamias,Corporate,United States,San Angelo,,76903.0,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",305.312,2.0,0.3,-8.7232
2172,2173.0,CA-2014-152296,8/1/2014,8/3/2014,First Class,IL-15100,Ivan Liston,Consumer,United States,San Francisco,California,94122.0,West,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.752,,0.2,6.9132
2173,2174.0,,7/30/2016,8/4/2016,Standard Class,,Lindsay Shagiari,Home Office,United States,Houston,Texas,77070.0,Central,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,9.264,3.0,0.8,-13.896
2174,2175.0,CA-2015-132507,7/30/2015,8/3/2015,Second Class,CC-12610,Corey Catlett,Corporate,United States,Houston,Texas,77041.0,,OFF-ST-10000943,Office Supplies,Storage,,61.792,4.0,0.2,6.1792
2175,2176.0,CA-2016-125738,10/15/2016,10/21/2016,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,,Utah,,West,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,45.68,2.0,0.0,21.0128
2176,2177.0,CA-2016-125738,10/15/2016,10/21/2016,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,,84106.0,West,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,60.12,9.0,0.0,28.8576
2177,2178.0,CA-2016-125738,10/15/2016,10/21/2016,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106.0,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5.0,,
2178,2179.0,CA-2016-125738,10/15/2016,10/21/2016,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106.0,West,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",71.6,,0.0,32.936
2179,2180.0,CA-2016-128818,5/7/2016,5/11/2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,,New York,10009.0,,,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",85.232,7.0,0.2,30.8966
2180,2181.0,CA-2016-128818,,5/11/2016,Standard Class,CJ-12010,,Consumer,United States,New York City,New York,10009.0,East,OFF-LA-10003923,,Labels,Alphabetical Labels for Top Tab Filing,44.4,3.0,0.0,22.2
2181,2182.0,CA-2016-128818,5/7/2016,5/11/2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,,East,FUR-CH-10002084,Furniture,Chairs,,442.764,,0.1,59.0352
2182,2183.0,CA-2016-128818,5/7/2016,5/11/2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,,Technology,Machines,Bady BDG101FRU Card Printer,3999.95,5.0,0.0,1159.9855
2183,2184.0,CA-2016-128818,5/7/2016,5/11/2016,Standard Class,CJ-12010,Caroline Jumper,,United States,New York City,New York,10009.0,East,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5.0,0.0,21.9945
2184,2185.0,,5/7/2016,5/11/2016,,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009.0,East,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,63.68,8.0,0.0,
2185,2186.0,CA-2017-124576,8/1/2017,8/4/2017,Second Class,HK-14890,Heather Kirkland,Corporate,United States,Salinas,,,West,OFF-BI-10002735,Office Supplies,,GBC Prestige Therm-A-Bind Covers,,2.0,0.2,18.5274
2186,2187.0,CA-2016-101378,,7/14/2016,Same Day,,Rob Haberlin,Consumer,United States,Huntsville,Alabama,35810.0,South,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,29.0,2.0,0.0,
2187,2188.0,CA-2017-143063,8/10/2017,8/15/2017,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201.0,Central,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,70.08,6.0,0.0,35.04
2188,2189.0,CA-2017-143063,8/10/2017,8/15/2017,Standard Class,IL-15100,Ivan Liston,Consumer,United States,,Indiana,47201.0,Central,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",121.3,2.0,0.0,25.473
2189,2190.0,CA-2017-143063,8/10/2017,8/15/2017,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,,47201.0,Central,,Technology,Phones,Aastra 57i VoIP phone,1454.49,9.0,0.0,378.1674
2190,2191.0,CA-2016-118913,6/25/2016,6/29/2016,Standard Class,AS-10240,Alan Shonely,Consumer,,Los Angeles,California,,West,OFF-AP-10000692,Office Supplies,,Fellowes Mighty 8 Compact Surge Protector,60.81,3.0,0.0,17.0268
2191,2192.0,CA-2016-128412,12/10/2016,,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,,98105.0,West,OFF-BI-10001718,,Binders,GBC DocuBind P50 Personal Binding Machine,153.552,3.0,0.2,51.8238
2192,2193.0,CA-2016-128412,,12/17/2016,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105.0,West,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,65.34,3.0,0.0,22.869
2193,2194.0,CA-2016-128412,12/10/2016,12/17/2016,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105.0,,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,123.92,4.0,0.0,55.764
2194,2195.0,CA-2016-128412,12/10/2016,12/17/2016,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105.0,West,,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,,,0.0,12.285
2195,2196.0,CA-2016-128412,12/10/2016,,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Seattle,Washington,98105.0,,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5.0,0.0,8.5025
2196,2197.0,CA-2016-136483,12/1/2016,12/6/2016,Standard Class,,Allen Goldenen,Consumer,United States,Knoxville,Tennessee,37918.0,South,OFF-AR-10000940,Office Supplies,Art,Newell 343,4.704,2.0,0.2,0.4116
2197,2198.0,CA-2014-163013,11/28/2014,12/4/2014,,,Bart Folk,Consumer,United States,Montgomery,Alabama,,South,OFF-AR-10001954,Office Supplies,Art,Newell 331,14.67,3.0,0.0,3.9609
2198,2199.0,,3/28/2015,4/2/2015,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120.0,,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,15.552,3.0,0.2,5.4432
2199,2200.0,CA-2015-135363,3/28/2015,4/2/2015,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,5.232,1.0,0.2,1.7004
2200,2201.0,US-2014-165659,6/1/2014,6/6/2014,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209.0,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,22.2,6.0,0.0,9.102
2201,2202.0,US-2014-165659,,6/6/2014,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,,72209.0,South,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,881.93,7.0,0.0,229.3018
2202,2203.0,CA-2015-138002,9/6/2015,,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98103.0,West,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,6.096,2.0,0.2,2.1336
2203,2204.0,CA-2015-138002,9/6/2015,9/12/2015,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,,98103.0,West,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,3.0,0.0,74.8098
2204,2205.0,CA-2015-128860,,7/5/2015,,,,Consumer,United States,Lancaster,Pennsylvania,17602.0,,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",20.104,1.0,,1.7591
2205,2206.0,,9/10/2016,9/12/2016,Second Class,,Catherine Glotzbach,Home Office,United States,Bristol,Tennessee,37620.0,South,OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",67.56,3.0,0.2,8.445
2206,,US-2014-103905,7/14/2014,7/20/2014,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505.0,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,29.932,7.0,0.8,-46.3946
2207,2208.0,US-2014-103905,7/14/2014,,Standard Class,AW-10930,Arthur Wiediger,,United States,Aurora,Illinois,60505.0,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,,4.0,0.2,3.8272
2208,2209.0,CA-2015-129854,8/22/2015,8/26/2015,Standard Class,RB-19705,Roger Barcio,Home Office,,New York City,New York,10009.0,East,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,,4.0,,7.5992
2209,2210.0,CA-2014-125556,11/14/2014,11/16/2014,Second Class,ML-17410,Maris LaWare,Consumer,United States,Fairfield,Connecticut,6824.0,East,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,832.93,7.0,0.0,233.2204
2210,2211.0,CA-2014-125556,11/14/2014,11/16/2014,,ML-17410,Maris LaWare,Consumer,,Fairfield,Connecticut,6824.0,East,OFF-BI-10003460,Office Supplies,Binders,,43.8,10.0,0.0,21.024
2211,2212.0,,11/27/2016,11/30/2016,First Class,VB-21745,Victoria Brennan,,United States,,Michigan,48146.0,Central,OFF-AP-10003842,,Appliances,Euro-Pro Shark Turbo Vacuum,167.292,6.0,0.1,29.7408
2212,2213.0,CA-2017-107874,11/21/2017,11/25/2017,Standard Class,SW-20275,Scott Williamson,Consumer,United States,New York City,New York,10035.0,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,27.42,1.0,0.0,11.2422
2213,2214.0,CA-2017-129378,10/1/2017,10/2/2017,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123.0,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.44,1.0,0.2,0.504
2214,2215.0,CA-2017-129378,,,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123.0,West,OFF-BI-10001922,,Binders,Storex Dura Pro Binders,61.776,13.0,0.2,20.8494
2215,2216.0,CA-2017-129378,10/1/2017,10/2/2017,First Class,NS-18505,,Consumer,United States,San Jose,California,95123.0,West,,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",241.96,2.0,0.0,60.49
2216,,CA-2017-129378,10/1/2017,10/2/2017,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,95123.0,,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",108.608,4.0,0.2,
2217,2218.0,CA-2014-151953,9/20/2014,9/25/2014,,DB-13555,,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-AR-10003469,Office Supplies,Art,,2.816,2.0,0.2,0.9856
2218,2219.0,,,8/1/2017,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110.0,West,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,9.984,,,3.6192
2219,,CA-2017-130841,7/28/2017,8/1/2017,Standard Class,MH-17620,Matt Hagelstein,Corporate,,San Francisco,California,94110.0,West,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,14.98,1.0,0.0,4.1944
2220,2221.0,,,8/1/2017,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110.0,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1145.6,,0.2,100.24
2221,2222.0,CA-2015-131884,12/6/2015,12/6/2015,,DK-13375,Dennis Kane,Consumer,United States,Marion,,43302.0,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference�phone,485.94,2.0,0.4,-89.089
2222,2223.0,CA-2015-131884,12/6/2015,12/6/2015,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302.0,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,37.376,8.0,0.2,4.672
2223,2224.0,CA-2015-131884,12/6/2015,,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302.0,,FUR-CH-10004860,,,Global Low Back Tilter Chair,70.686,1.0,0.3,-24.2352
2224,2225.0,CA-2017-121909,,8/5/2017,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,54.816,3.0,0.2,17.8152
2225,,CA-2016-106383,3/19/2016,3/21/2016,Second Class,,Bobby Trafton,Consumer,United States,Littleton,Colorado,80122.0,West,FUR-BO-10002202,Furniture,Bookcases,,72.294,1.0,0.7,-98.8018
2226,,CA-2017-130771,7/29/2017,8/3/2017,,LA-16780,Laura Armstrong,Corporate,United States,Austin,,78745.0,Central,OFF-FA-10003059,Office Supplies,,Assorted Color Push Pins,2.896,2.0,0.2,0.4706
2227,2228.0,CA-2017-130771,7/29/2017,8/3/2017,Standard Class,LA-16780,,Corporate,,Austin,,78745.0,Central,TEC-PH-10002496,Technology,Phones,Cisco SPA301,124.792,1.0,0.2,15.599
2228,2229.0,,10/1/2016,10/5/2016,Standard Class,,Greg Matthias,Consumer,United States,New York City,New York,10024.0,East,FUR-TA-10003238,Furniture,Tables,,330.588,1.0,0.4,-115.7058
2229,2230.0,CA-2014-128055,3/31/2014,4/5/2014,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,,94122.0,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,673.568,2.0,0.2,252.588
2230,2231.0,CA-2014-128055,3/31/2014,4/5/2014,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122.0,West,,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,52.98,,0.0,14.8344
2231,2232.0,CA-2017-157091,6/26/2017,,Standard Class,DB-13405,Denny Blanton,Consumer,United States,La Porte,Indiana,46350.0,Central,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,5.0,0.0,31.587
2232,2233.0,CA-2017-132122,7/9/2017,7/14/2017,Standard Class,JH-15820,John Huston,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,228.92,,0.2,14.3075
2233,2234.0,CA-2015-123232,12/14/2015,12/16/2015,Second Class,DJ-13630,Doug Jacobs,,,Portland,Oregon,97206.0,West,TEC-PH-10001051,,Phones,HTC One,319.968,4.0,0.2,35.9964
2234,2235.0,CA-2017-104066,12/5/2017,12/10/2017,Standard Class,QJ-19255,Quincy Jones,Corporate,,Burlington,Vermont,5408.0,East,TEC-AC-10001013,Technology,Accessories,,205.03,7.0,0.0,67.6599
